fips,county_name,households,population
48441,"Taylor County, TX",54390,148813
48443,"Terrell County, TX",453,718
48445,"Terry County, TX",4271,11602
48447,"Throckmorton County, TX",686,1532
48449,"Titus County, TX",11011,31547
48451,"Tom Green County, TX",46094,120103
48453,"Travis County, TX",561491,1363767
48455,"Trinity County, TX",6033,14489
48457,"Tyler County, TX",7073,20560
48459,"Upshur County, TX",15372,44050
48461,"Upton County, TX",1325,3128
48463,"Uvalde County, TX",8422,25138
48465,"Val Verde County, TX",16706,47999
48467,"Van Zandt County, TX",22555,65304
48469,"Victoria County, TX",34142,91949
48471,"Walker County, TX",25180,83722
48473,"Waller County, TX",17981,65109
48475,"Ward County, TX",4345,11038
48477,"Washington County, TX",15277,37810
48479,"Webb County, TX",79572,272823
48481,"Wharton County, TX",15422,42035
48483,"Wheeler County, TX",1849,4824
48485,"Wichita County, TX",48935,129984
48487,"Wilbarger County, TX",4737,12455
48489,"Willacy County, TX",5671,20027
48491,"Williamson County, TX",241754,727480
48493,"Wilson County, TX",17785,55415
48495,"Winkler County, TX",2781,7381
48497,"Wise County, TX",24581,81275
48499,"Wood County, TX",18221,48742
48501,"Yoakum County, TX",2616,7581
48503,"Young County, TX",7763,18236
48505,"Zapata County, TX",4612,13819
48507,"Zavala County, TX",3411,9209
49001,"Beaver County, UT",2386,7424
49003,"Box Elder County, UT",19150,64120
49005,"Cache County, UT",43118,145487
49007,"Carbon County, UT",8023,20613
49009,"Daggett County, UT",262,956
49011,"Davis County, UT",114674,378470
49013,"Duchesne County, UT",6714,20803
49015,"Emery County, UT",3428,10161
49017,"Garfield County, UT",2027,5290
49019,"Grand County, UT",4466,9788
49021,"Iron County, UT",19658,65936
49023,"Juab County, UT",3756,13297
49025,"Kane County, UT",3192,8525
49027,"Millard County, UT",4267,13572
49029,"Morgan County, UT",3605,13093
49031,"Piute County, UT",567,1534
49033,"Rich County, UT",817,2752
49035,"Salt Lake County, UT",416589,1216274
49037,"San Juan County, UT",4650,14601
49039,"Sanpete County, UT",8748,30732
49041,"Sevier County, UT",7393,22520
49043,"Summit County, UT",14477,43109
49045,"Tooele County, UT",23050,84488
49047,"Uintah County, UT",11940,38307
49049,"Utah County, UT",195602,747234
49051,"Wasatch County, UT",11985,37858
49053,"Washington County, UT",66914,207943
49055,"Wayne County, UT",1085,2608
49057,"Weber County, UT",92353,276118
50001,"Addison County, VT",14638,38047
50003,"Bennington County, VT",14636,37039
50005,"Caledonia County, VT",12877,30535
50007,"Chittenden County, VT",70443,170851
50009,"Essex County, VT",2729,6037
50011,"Franklin County, VT",19605,51066
50013,"Grand Isle County, VT",3078,7528
50015,"Lamoille County, VT",11424,26248
50017,"Orange County, VT",12790,30050
50019,"Orleans County, VT",11791,27726
50021,"Rutland County, VT",25448,60198
50023,"Washington County, VT",25474,59844
50025,"Windham County, VT",19660,45627
50027,"Windsor County, VT",24873,57697
51001,"Accomack County, VA",14302,33411
51003,"Albemarle County, VA",45064,117313
51005,"Alleghany County, VA",6292,14632
51007,"Amelia County, VA",5285,13716
51009,"Amherst County, VA",12702,31650
51011,"Appomattox County, VA",6563,16957
51013,"Arlington County, VA",111530,239807
51015,"Augusta County, VA",30644,78622
51017,"Bath County, VA",1781,4071
51019,"Bedford County, VA",32698,82182
51021,"Bland County, VA",2345,6186
51023,"Botetourt County, VA",13105,34129
51025,"Brunswick County, VA",6390,15750
51027,"Buchanan County, VA",7351,18632
51029,"Buckingham County, VA",6062,17115
51031,"Campbell County, VA",22080,55342
51033,"Caroline County, VA",11680,33477
51035,"Carroll County, VA",12493,29242
51036,"Charles City County, VA",2947,6564
51037,"Charlotte County, VA",4621,11258
51041,"Chesterfield County, VA",136996,389793
51043,"Clarke County, VA",5651,15598
51045,"Craig County, VA",1752,4829
51047,"Culpeper County, VA",18584,56125
51049,"Cumberland County, VA",4175,10062
51051,"Dickenson County, VA",5717,13411
51053,"Dinwiddie County, VA",10427,28576
51057,"Essex County, VA",4396,10683
51059,"Fairfax County, VA",412663,1160925
51061,"Fauquier County, VA",26266,75865
51063,"Floyd County, VA",6649,15658
51065,"Fluvanna County, VA",10251,28746
51067,"Franklin County, VA",22484,55637
51069,"Frederick County, VA",34338,98109
51071,"Giles County, VA",6769,16533
51073,"Gloucester County, VA",15111,40154
51075,"Goochland County, VA",10013,28223
51077,"Grayson County, VA",6202,15265
51079,"Greene County, VA",7912,21744
51081,"Greensville County, VA",3092,11150
51083,"Halifax County, VA",13673,33448
51085,"Hanover County, VA",42012,115309
51087,"Henrico County, VA",135599,338696
51089,"Henry County, VA",20503,49385
51091,"Highland County, VA",1003,2348
51093,"Isle of Wight County, VA",15426,40942
51095,"James City County, VA",31351,82797
51097,"King and Queen County, VA",2814,6747
51099,"King George County, VA",9877,28816
51101,"King William County, VA",7115,19232
51103,"Lancaster County, VA",5468,11062
51105,"Lee County, VA",8446,21780
51107,"Loudoun County, VA",140823,443380
51109,"Louisa County, VA",15211,42109
51111,"Lunenburg County, VA",4669,12060
51113,"Madison County, VA",5392,14252
51115,"Mathews County, VA",3767,8602
51117,"Mecklenburg County, VA",13395,30824
51119,"Middlesex County, VA",4733,10949
51121,"Montgomery County, VA",36731,98998
51125,"Nelson County, VA",6470,14766
51127,"New Kent County, VA",9034,27218
51131,"Northampton County, VA",5338,12004
51133,"Northumberland County, VA",5436,12397
51135,"Nottoway County, VA",5492,15632
51137,"Orange County, VA",14667,38986
51139,"Page County, VA",9509,23686
51141,"Patrick County, VA",7797,17308
51143,"Pittsylvania County, VA",24633,59410
51145,"Powhatan County, VA",11151,32392
51147,"Prince Edward County, VA",7560,22276
51149,"Prince George County, VA",12718,43589
51153,"Prince William County, VA",154609,497003
51155,"Pulaski County, VA",14386,33579
51157,"Rappahannock County, VA",2861,7479
51159,"Richmond County, VA",2931,9215
51161,"Roanoke County, VA",39231,97334
51163,"Rockbridge County, VA",9552,22368
51165,"Rockingham County, VA",32048,87674
51167,"Russell County, VA",10470,25420
51169,"Scott County, VA",8951,21388
51171,"Shenandoah County, VA",17782,45441
51173,"Smyth County, VA",12530,29137
51175,"Southampton County, VA",6887,17941
51177,"Spotsylvania County, VA",51289,152021
51179,"Stafford County, VA",51309,168919
51181,"Surry County, VA",2755,6579
51183,"Sussex County, VA",3705,10753
51185,"Tazewell County, VA",15951,38875
51187,"Warren County, VA",15357,42461
51191,"Washington County, VA",22118,54098
51193,"Westmoreland County, VA",8029,19235
51195,"Wise County, VA",14055,34973
51197,"Wythe County, VA",12396,28100
51199,"York County, VA",26445,71410
51510,"Alexandria city, VA",75349,159102
51520,"Bristol city, VA",7327,16316
51530,"Buena Vista city, VA",2611,6581
51540,"Charlottesville city, VA",19699,44767
51550,"Chesapeake city, VA",92361,254997
51570,"Colonial Heights city, VA",7545,18674
51580,"Covington city, VA",2493,5663
51590,"Danville city, VA",18632,41993
51595,"Emporia city, VA",2219,5402
51600,"Fairfax city, VA",9158,26340
51610,"Falls Church city, VA",6053,15034
51620,"Franklin city, VA",3388,8373
51630,"Fredericksburg city, VA",11443,29992
51640,"Galax city, VA",2729,6739
51650,"Hampton city, VA",57740,137596
51660,"Harrisonburg city, VA",17331,51164
51670,"Hopewell city, VA",9418,22970
51678,"Lexington city, VA",2061,7802
51680,"Lynchburg city, VA",28687,80301
51683,"Manassas city, VA",14041,43616
51685,"Manassas Park city, VA",5165,16611
51690,"Martinsville city, VA",5619,13834
51700,"Newport News city, VA",75798,183056
51710,"Norfolk city, VA",94457,231105
51720,"Norton city, VA",1553,3478
51730,"Petersburg city, VA",14854,34058
51735,"Poquoson city, VA",4657,12854
51740,"Portsmouth city, VA",39678,96482
51750,"Radford city, VA",5500,17273
51760,"Richmond city, VA",102145,233655
51770,"Roanoke city, VA",43429,97912
51775,"Salem city, VA",10140,25908
51790,"Staunton city, VA",11356,26361
51800,"Suffolk city, VA",37133,103105
51810,"Virginia Beach city, VA",179800,454808
51820,"Waynesboro city, VA",9620,23498
51830,"Williamsburg city, VA",4973,16030
51840,"Winchester city, VA",11255,27800
53001,"Adams County, WA",6301,21039
53003,"Asotin County, WA",9438,22523
53005,"Benton County, WA",76696,218190
53007,"Chelan County, WA",30825,81228
53009,"Clallam County, WA",34377,77958
53011,"Clark County, WA",193387,527269
53013,"Columbia County, WA",1892,4025
53015,"Cowlitz County, WA",43409,113982
53017,"Douglas County, WA",15708,45795
53019,"Ferry County, WA",3138,7543
53021,"Franklin County, WA",29118,101238
53023,"Garfield County, WA",1052,2404
53025,"Grant County, WA",34502,104717
53027,"Grays Harbor County, WA",29982,77893
53029,"Island County, WA",35529,86478
53031,"Jefferson County, WA",16156,33944
53033,"King County, WA",927817,2340211
53035,"Kitsap County, WA",107264,281420
53037,"Kittitas County, WA",19601,48172
53039,"Klickitat County, WA",9774,24124
53041,"Lewis County, WA",32314,87049
53043,"Lincoln County, WA",4659,11862
53045,"Mason County, WA",25373,69632
53047,"Okanogan County, WA",17208,44942
53049,"Pacific County, WA",10757,24245
53051,"Pend Oreille County, WA",5829,14332
53053,"Pierce County, WA",346708,941170
53055,"San Juan County, WA",8934,18668
53057,"Skagit County, WA",51518,132736
53059,"Skamania County, WA",4965,12660
53061,"Snohomish County, WA",311825,864113
53063,"Spokane County, WA",215879,555947
53065,"Stevens County, WA",18983,49015
53067,"Thurston County, WA",117172,302912
53069,"Wahkiakum County, WA",2026,4800
53071,"Walla Walla County, WA",23390,62068
53073,"Whatcom County, WA",92411,234954
53075,"Whitman County, WA",17952,48399
53077,"Yakima County, WA",86689,258523
54001,"Barbour County, WV",5871,15369
54003,"Berkeley County, WV",49384,136287
54005,"Boone County, WV",7894,20496
54007,"Braxton County, WV",4733,12051
54009,"Brooke County, WV",9437,21285
54011,"Cabell County, WV",39138,91489
54013,"Calhoun County, WV",2391,5873
54015,"Clay County, WV",2960,7689
54017,"Doddridge County, WV",2415,7615
54019,"Fayette County, WV",16109,38600
54021,"Gilmer County, WV",2228,7116
54023,"Grant County, WV",4284,10971
54025,"Greenbrier County, WV",14710,31851
54027,"Hampshire County, WV",8354,23793
54029,"Hancock County, WV",12891,28054
54031,"Hardy County, WV",5909,14335
54033,"Harrison County, WV",26020,64472
54035,"Jackson County, WV",11317,27718
54037,"Jefferson County, WV",21978,61264
54039,"Kanawha County, WV",76806,173906
54041,"Lewis County, WV",6940,16477
54043,"Lincoln County, WV",7811,19377
54045,"Logan County, WV",12396,30560
54047,"McDowell County, WV",6484,17147
54049,"Marion County, WV",22965,55649
54051,"Marshall County, WV",12489,29354
54053,"Mason County, WV",10281,24770
54055,"Mercer County, WV",24413,57524
54057,"Mineral County, WV",10698,26778
54059,"Mingo County, WV",9013,21712
54061,"Monongalia County, WV",44361,108697
54063,"Monroe County, WV",4736,12462
54065,"Morgan County, WV",7211,17780
54067,"Nicholas County, WV",9595,24017
54069,"Ohio County, WV",18132,41090
54071,"Pendleton County, WV",2299,5944
54073,"Pleasants County, WV",2779,7358
54075,"Pocahontas County, WV",3092,7653
54077,"Preston County, WV",12797,34055
54079,"Putnam County, WV",22765,57067
54081,"Raleigh County, WV",29062,72379
54083,"Randolph County, WV",10385,27190
54085,"Ritchie County, WV",3327,8170
54087,"Roane County, WV",5533,13540
54089,"Summers County, WV",4813,11544
54091,"Taylor County, WV",6632,16438
54093,"Tucker County, WV",2855,6573
54095,"Tyler County, WV",3151,7843
54097,"Upshur County, WV",9588,23650
54099,"Wayne County, WV",15550,37589
54101,"Webster County, WV",2838,7947
54103,"Wetzel County, WV",5925,13766
54105,"Wirt County, WV",2071,4924
54107,"Wood County, WV",35706,82757
54109,"Wyoming County, WV",7926,19964
55001,"Adams County, WI",9351,21352
55003,"Ashland County, WI",6847,16196
55005,"Barron County, WI",19613,46810
55007,"Bayfield County, WI",7462,16838
55009,"Brown County, WI",110248,273909
55011,"Buffalo County, WI",5692,13464
55013,"Burnett County, WI",7087,17187
55015,"Calumet County, WI",20975,53602
55017,"Chippewa County, WI",26567,67323
55019,"Clark County, WI",12692,34801
55021,"Columbia County, WI",24231,58113
55023,"Crawford County, WI",6665,16008
55025,"Dane County, WI",245736,588347
55027,"Dodge County, WI",35723,88635
55029,"Door County, WI",14377,30512
55031,"Douglas County, WI",18947,44276
55033,"Dunn County, WI",17369,46135
55035,"Eau Claire County, WI",43261,108830
55037,"Florence County, WI",2110,4673
55039,"Fond du Lac County, WI",43016,104269
55041,"Forest County, WI",3952,9506
55043,"Grant County, WI",19913,52330
55045,"Green County, WI",15609,37183
55047,"Green Lake County, WI",8143,19370
55049,"Iowa County, WI",9951,23963
55051,"Iron County, WI",2949,6235
55053,"Jackson County, WI",8198,21027
55055,"Jefferson County, WI",34455,86245
55057,"Juneau County, WI",10793,26590
55059,"Kenosha County, WI",67631,168754
55061,"Kewaunee County, WI",8299,20751
55063,"La Crosse County, WI",50543,121060
55065,"Lafayette County, WI",6684,17306
55067,"Langlade County, WI",8606,19535
55069,"Lincoln County, WI",12578,28461
55071,"Manitowoc County, WI",35033,81513
55073,"Marathon County, WI",56873,139091
55075,"Marinette County, WI",18640,42343
55077,"Marquette County, WI",6881,15743
55078,"Menominee County, WI",1336,4286
55079,"Milwaukee County, WI",389046,924740
55081,"Monroe County, WI",18279,46370
55083,"Oconto County, WI",16618,40037
55085,"Oneida County, WI",16772,38175
55087,"Outagamie County, WI",77239,195390
55089,"Ozaukee County, WI",37766,93956
55091,"Pepin County, WI",3050,7555
55093,"Pierce County, WI",15765,43380
55095,"Polk County, WI",18829,45831
55097,"Portage County, WI",29636,72040
55099,"Price County, WI",6567,14087
55101,"Racine County, WI",79109,198651
55103,"Richland County, WI",7119,17123
55105,"Rock County, WI",66652,165461
55107,"Rusk County, WI",6259,14168
55109,"St. Croix County, WI",36729,97954
55111,"Sauk County, WI",27425,66486
55113,"Sawyer County, WI",8522,18835
55115,"Shawano County, WI",16881,41299
55117,"Sheboygan County, WI",49426,118331
55119,"Taylor County, WI",7943,20167
55121,"Trempealeau County, WI",12448,30801
55123,"Vernon County, WI",12186,31351
55125,"Vilas County, WI",10873,23948
55127,"Walworth County, WI",42425,106029
55129,"Washburn County, WI",7529,16982
55131,"Washington County, WI",56482,138727
55133,"Waukesha County, WI",166790,417029
55135,"Waupaca County, WI",22394,51171
55137,"Waushara County, WI",10333,25079
55139,"Winnebago County, WI",71958,173307
55141,"Wood County, WI",31942,73943
56001,"Albany County, WY",16609,39288
56003,"Big Horn County, WY",4357,12084
56005,"Campbell County, WY",17879,47946
56007,"Carbon County, WY",5885,14250
56009,"Converse County, WY",5707,13766
56011,"Crook County, WY",2891,7775
56013,"Fremont County, WY",14810,39721
56015,"Goshen County, WY",5053,12635
56017,"Hot Springs County, WY",2079,4625
56019,"Johnson County, WY",3919,8803
56021,"Laramie County, WY",42503,101783
56023,"Lincoln County, WY",7872,21000
56025,"Natrona County, WY",33285,80410
56027,"Niobrara County, WY",1141,2301
56029,"Park County, WY",13179,31082
56031,"Platte County, WY",3877,8512
56033,"Sheridan County, WY",13515,32978
56035,"Sublette County, WY",3719,8965
56037,"Sweetwater County, WY",16863,41273
56039,"Teton County, WY",9383,23272
56041,"Uinta County, WY",7479,20621
56043,"Washakie County, WY",3417,7662
56045,"Weston County, WY",2754,6866
