fips,county_name,households,population
18031,"Decatur County, IN",10518,26421
18033,"DeKalb County, IN",17008,44330
18035,"Delaware County, IN",46146,112951
18037,"Dubois County, IN",17588,43629
18039,"Elkhart County, IN",71760,207436
18041,"Fayette County, IN",9479,23335
18043,"Floyd County, IN",31173,81931
18045,"Fountain County, IN",6854,16833
18047,"Franklin County, IN",9131,23136
18049,"Fulton County, IN",7927,20004
18051,"Gibson County, IN",13156,33038
18053,"Grant County, IN",26757,66458
18055,"Greene County, IN",12781,31219
18057,"Hamilton County, IN",133171,379704
18059,"Hancock County, IN",32246,88810
18061,"Harrison County, IN",15154,39978
18063,"Hendricks County, IN",65839,190629
18065,"Henry County, IN",18460,49081
18067,"Howard County, IN",35129,84082
18069,"Huntington County, IN",15227,36944
18071,"Jackson County, IN",17745,47420
18073,"Jasper County, IN",12586,33387
18075,"Jay County, IN",7959,20164
18077,"Jefferson County, IN",12699,32921
18079,"Jennings County, IN",10760,27634
18081,"Johnson County, IN",61513,170614
18083,"Knox County, IN",15110,35872
18085,"Kosciusko County, IN",31747,80669
18087,"LaGrange County, IN",12804,41122
18089,"Lake County, IN",193474,502955
18091,"LaPorte County, IN",43681,111348
18093,"Lawrence County, IN",19156,45192
18095,"Madison County, IN",52843,134222
18097,"Marion County, IN",396662,981628
18099,"Marshall County, IN",17377,46464
18101,"Martin County, IN",3928,9864
18103,"Miami County, IN",13270,35613
18105,"Monroe County, IN",58264,140702
18107,"Montgomery County, IN",15524,38633
18109,"Morgan County, IN",27713,73825
18111,"Newton County, IN",5591,14131
18113,"Noble County, IN",17971,47811
18115,"Ohio County, IN",2567,5996
18117,"Orange County, IN",7994,19824
18119,"Owen County, IN",8598,21851
18121,"Parke County, IN",5985,16508
18123,"Perry County, IN",7751,19320
18125,"Pike County, IN",4994,12116
18127,"Porter County, IN",68049,175860
18129,"Posey County, IN",10270,25067
18131,"Pulaski County, IN",4894,12421
18133,"Putnam County, IN",13980,37804
18135,"Randolph County, IN",10182,24337
18137,"Ripley County, IN",11356,29214
18139,"Rush County, IN",6650,16759
18141,"St. Joseph County, IN",107005,273744
18143,"Scott County, IN",9637,24751
18145,"Shelby County, IN",18145,45654
18147,"Spencer County, IN",7979,20192
18149,"Starke County, IN",8758,23463
18151,"Steuben County, IN",13765,34862
18153,"Sullivan County, IN",7697,20768
18155,"Switzerland County, IN",3897,9988
18157,"Tippecanoe County, IN",74415,191650
18159,"Tipton County, IN",6265,15324
18161,"Union County, IN",2852,6884
18163,"Vanderburgh County, IN",77198,180387
18165,"Vermillion County, IN",6560,15516
18167,"Vigo County, IN",42595,106166
18169,"Wabash County, IN",12554,30777
18171,"Warren County, IN",3359,8451
18173,"Warrick County, IN",24697,66339
18175,"Washington County, IN",10994,28345
18177,"Wayne County, IN",26818,66410
18179,"Wells County, IN",11360,28798
18181,"White County, IN",9865,24833
18183,"Whitley County, IN",13929,34885
19001,"Adair County, IA",3260,7431
19003,"Adams County, IA",1530,3606
19005,"Allamakee County, IA",6024,14184
19007,"Appanoose County, IA",5006,12106
19009,"Audubon County, IA",2525,5562
19011,"Benton County, IA",10111,25799
19013,"Black Hawk County, IA",53740,132348
19015,"Boone County, IA",10935,26729
19017,"Bremer County, IA",9693,25328
19019,"Buchanan County, IA",8150,20733
19021,"Buena Vista County, IA",7543,20816
19023,"Butler County, IA",5887,14156
19025,"Calhoun County, IA",3886,9711
19027,"Carroll County, IA",8750,20407
19029,"Cass County, IA",5789,13024
19031,"Cedar County, IA",7539,18231
19033,"Cerro Gordo County, IA",19421,42493
19035,"Cherokee County, IA",5082,11658
19037,"Chickasaw County, IA",4985,11719
19039,"Clarke County, IA",4001,9524
19041,"Clay County, IA",7249,16474
19043,"Clayton County, IA",7406,16931
19045,"Clinton County, IA",19434,46015
19047,"Crawford County, IA",6229,16378
19049,"Dallas County, IA",40868,115343
19051,"Davis County, IA",3169,9193
19053,"Decatur County, IA",3049,7656
19055,"Delaware County, IA",7176,17609
19057,"Des Moines County, IA",17188,38411
19059,"Dickinson County, IA",8650,18158
19061,"Dubuque County, IA",40585,99242
19063,"Emmet County, IA",3922,9162
19065,"Fayette County, IA",8203,19152
19067,"Floyd County, IA",6620,15008
19069,"Franklin County, IA",4084,10024
19071,"Fremont County, IA",2760,6494
19073,"Greene County, IA",3928,8662
19075,"Grundy County, IA",5085,12405
19077,"Guthrie County, IA",4587,10774
19079,"Hamilton County, IA",6317,14856
19081,"Hancock County, IA",4614,10616
19083,"Hardin County, IA",7010,16464
19085,"Harrison County, IA",6004,14626
19087,"Henry County, IA",7617,19361
19089,"Howard County, IA",3672,9360
19091,"Humboldt County, IA",4236,9617
19093,"Ida County, IA",2994,6810
19095,"Iowa County, IA",6849,16423
19097,"Jackson County, IA",8303,19390
19099,"Jasper County, IA",14748,38107
19101,"Jefferson County, IA",6878,15781
19103,"Johnson County, IA",62214,160080
19105,"Jones County, IA",8109,21116
19107,"Keokuk County, IA",4065,9855
19109,"Kossuth County, IA",6502,14408
19111,"Lee County, IA",14305,32376
19113,"Linn County, IA",95051,231762
19115,"Louisa County, IA",4143,10630
19117,"Lucas County, IA",3672,8758
19119,"Lyon County, IA",4444,12378
19121,"Madison County, IA",6625,17161
19123,"Mahaska County, IA",8891,22034
19125,"Marion County, IA",13409,34048
19127,"Marshall County, IA",15546,40392
19129,"Mills County, IA",5349,14717
19131,"Mitchell County, IA",4477,10632
19133,"Monona County, IA",3891,8429
19135,"Monroe County, IA",2991,7373
19137,"Montgomery County, IA",4609,10063
19139,"Muscatine County, IA",17170,42132
19141,"O'Brien County, IA",5791,14260
19143,"Osceola County, IA",2606,6036
19145,"Page County, IA",6161,15038
19147,"Palo Alto County, IA",3739,8809
19149,"Plymouth County, IA",10297,25825
19151,"Pocahontas County, IA",3084,7006
19153,"Polk County, IA",202404,516185
19155,"Pottawattamie County, IA",37531,93529
19157,"Poweshiek County, IA",7791,18454
19159,"Ringgold County, IA",1869,4608
19161,"Sac County, IA",4251,9533
19163,"Scott County, IA",72675,175601
19165,"Shelby County, IA",4983,11821
19167,"Sioux County, IA",12576,36554
19169,"Story County, IA",38708,102498
19171,"Tama County, IA",6731,16738
19173,"Taylor County, IA",2471,5825
19175,"Union County, IA",5055,11955
19177,"Van Buren County, IA",2898,7217
19179,"Wapello County, IA",14088,35681
19181,"Warren County, IA",20219,56343
19183,"Washington County, IA",9048,22631
19185,"Wayne County, IA",2554,6622
19187,"Webster County, IA",15641,36909
19189,"Winnebago County, IA",4591,10383
19191,"Winneshiek County, IA",8197,19723
19193,"Woodbury County, IA",40503,107257
19195,"Worth County, IA",3195,7307
19197,"Wright County, IA",5352,12729
20001,"Allen County, KS",5014,12425
20003,"Anderson County, KS",3287,7908
20005,"Atchison County, KS",5876,16249
20007,"Barber County, KS",1806,4070
20009,"Barton County, KS",10219,24835
20011,"Bourbon County, KS",5770,14424
20013,"Brown County, KS",3719,9142
20015,"Butler County, KS",25025,69158
20017,"Chase County, KS",1145,2507
20019,"Chautauqua County, KS",1315,3339
20021,"Cherokee County, KS",7727,19133
20023,"Cheyenne County, KS",1186,2646
20025,"Clark County, KS",813,1873
20027,"Clay County, KS",3629,7969
20029,"Cloud County, KS",3670,8723
20031,"Coffey County, KS",3547,8301
20033,"Comanche County, KS",821,1694
20035,"Cowley County, KS",13339,34186
20037,"Crawford County, KS",15897,38904
20039,"Decatur County, KS",1373,2716
20041,"Dickinson County, KS",7958,18621
20043,"Doniphan County, KS",2670,7575
20045,"Douglas County, KS",49939,121989
20047,"Edwards County, KS",1187,2731
20049,"Elk County, KS",1076,2436
20051,"Ellis County, KS",12186,29007
20053,"Ellsworth County, KS",2329,6316
20055,"Finney County, KS",13198,38354
20057,"Ford County, KS",11768,34072
20059,"Franklin County, KS",10289,26273
20061,"Geary County, KS",13787,35459
20063,"Gove County, KS",1171,2658
20065,"Graham County, KS",1181,2370
20067,"Grant County, KS",2377,7097
20069,"Gray County, KS",2078,5730
20071,"Greeley County, KS",524,1152
20073,"Greenwood County, KS",2604,5871
20075,"Hamilton County, KS",770,2488
20077,"Harper County, KS",2205,5413
20079,"Harvey County, KS",13478,33642
20081,"Haskell County, KS",1384,3591
20083,"Hodgeman County, KS",666,1673
20085,"Jackson County, KS",5100,13525
20087,"Jefferson County, KS",7390,18332
20089,"Jewell County, KS",1268,2899
20091,"Johnson County, KS",244777,632276
20093,"Kearny County, KS",1365,3808
20095,"Kingman County, KS",3088,6946
20097,"Kiowa County, KS",948,2436
20099,"Labette County, KS",8057,19692
20101,"Lane County, KS",725,1482
20103,"Leavenworth County, KS",29754,84670
20105,"Lincoln County, KS",1221,2928
20107,"Linn County, KS",4299,9841
20109,"Logan County, KS",1238,2694
20111,"Lyon County, KS",13322,32520
20113,"McPherson County, KS",12151,30334
20115,"Marion County, KS",4692,11670
20117,"Marshall County, KS",4101,9950
20119,"Meade County, KS",1496,3892
20121,"Miami County, KS",13532,35737
20123,"Mitchell County, KS",2567,5803
20125,"Montgomery County, KS",12871,30459
20127,"Morris County, KS",2499,5279
20129,"Morton County, KS",950,2485
20131,"Nemaha County, KS",4047,10062
20133,"Neosho County, KS",6322,15552
20135,"Ness County, KS",1163,2617
20137,"Norton County, KS",1917,5335
20139,"Osage County, KS",6362,15737
20141,"Osborne County, KS",1609,3353
20143,"Ottawa County, KS",2377,5853
20145,"Pawnee County, KS",2415,6012
20147,"Phillips County, KS",2182,4733
20149,"Pottawatomie County, KS",9084,26876
20151,"Pratt County, KS",3521,9137
20153,"Rawlins County, KS",1166,2432
20155,"Reno County, KS",25344,61417
20157,"Republic County, KS",1994,4613
20159,"Rice County, KS",3694,9284
20161,"Riley County, KS",27137,72557
20163,"Rooks County, KS",2142,4748
20165,"Rush County, KS",1382,2810
20167,"Russell County, KS",3099,6620
20169,"Saline County, KS",22299,53459
20171,"Scott County, KS",2190,4914
20173,"Sedgwick County, KS",205024,536081
20175,"Seward County, KS",7208,21276
20177,"Shawnee County, KS",74528,177942
20179,"Sheridan County, KS",1022,2397
20181,"Sherman County, KS",2358,5796
20183,"Smith County, KS",1578,3541
20185,"Stafford County, KS",1598,3901
20187,"Stanton County, KS",822,2071
20189,"Stevens County, KS",1789,5035
20191,"Sumner County, KS",8974,22336
20193,"Thomas County, KS",3101,7802
20195,"Trego County, KS",1346,2774
20197,"Wabaunsee County, KS",2616,7112
20199,"Wallace County, KS",660,1472
20201,"Washington County, KS",2371,5572
20203,"Wichita County, KS",878,2072
20205,"Wilson County, KS",3515,8398
20207,"Woodson County, KS",1226,3111
20209,"Wyandotte County, KS",61241,169418
21001,"Adair County, KY",6986,19239
21003,"Allen County, KY",7852,22037
21005,"Anderson County, KY",9496,24883
21007,"Ballard County, KY",3121,7626
21009,"Barren County, KY",17972,45609
21011,"Bath County, KY",4743,12951
21013,"Bell County, KY",9526,23051
21015,"Boone County, KY",50341,144135
21017,"Bourbon County, KY",8128,20333
21019,"Boyd County, KY",19016,47777
21021,"Boyle County, KY",11806,31394
21023,"Bracken County, KY",3263,8497
21025,"Breathitt County, KY",5532,12804
21027,"Breckinridge County, KY",7647,21221
21029,"Bullitt County, KY",31425,85802
21031,"Butler County, KY",4561,12551
21033,"Caldwell County, KY",5187,12611
21035,"Calloway County, KY",15086,38975
21037,"Campbell County, KY",39232,94008
21039,"Carlisle County, KY",1876,4777
21041,"Carroll County, KY",4087,11111
21043,"Carter County, KY",10371,26098
21045,"Casey County, KY",6217,15948
21047,"Christian County, KY",25676,71006
21049,"Clark County, KY",14934,37673
21051,"Clay County, KY",7178,19592
21053,"Clinton County, KY",3762,9183
21055,"Crittenden County, KY",3553,8982
21057,"Cumberland County, KY",2430,6047
21059,"Daviess County, KY",41157,104457
21061,"Edmonson County, KY",4955,12635
21063,"Elliott County, KY",2289,7263
21065,"Estill County, KY",5900,14002
21067,"Fayette County, KY",137803,329437
21069,"Fleming County, KY",5779,15591
21071,"Floyd County, KY",14460,34532
21073,"Franklin County, KY",22548,52442
21075,"Fulton County, KY",2494,6282
21077,"Gallatin County, KY",3250,8805
21079,"Garrard County, KY",6625,18040
21081,"Grant County, KY",9235,25722
21083,"Graves County, KY",14152,36821
21085,"Grayson County, KY",9772,27070
21087,"Green County, KY",4394,11552
21089,"Greenup County, KY",14600,35273
21091,"Hancock County, KY",3537,9013
21093,"Hardin County, KY",43485,112826
21095,"Harlan County, KY",10500,25052
21097,"Harrison County, KY",7239,19525
21099,"Hart County, KY",7222,19923
21101,"Henderson County, KY",18458,44175
21103,"Henry County, KY",6147,16198
21105,"Hickman County, KY",1640,4393
21107,"Hopkins County, KY",18169,45218
21109,"Jackson County, KY",5015,13358
21111,"Jefferson County, KY",329392,793881
21113,"Jessamine County, KY",19645,56495
21115,"Johnson County, KY",8843,22098
21117,"Kenton County, KY",67593,174862
21119,"Knott County, KY",5448,13438
21121,"Knox County, KY",11326,29657
21123,"Larue County, KY",5966,15128
21125,"Laurel County, KY",23835,63353
21127,"Lawrence County, KY",6150,15798
21129,"Lee County, KY",2606,7313
21131,"Leslie County, KY",3909,9729
21133,"Letcher County, KY",8367,20139
21135,"Lewis County, KY",4905,12875
21137,"Lincoln County, KY",9684,24910
21139,"Livingston County, KY",3502,8815
21141,"Logan County, KY",10922,28467
21143,"Lyon County, KY",3315,9078
21145,"McCracken County, KY",27287,67550
21147,"McCreary County, KY",5595,16824
21149,"McLean County, KY",3608,9126
21151,"Madison County, KY",36722,99582
21153,"Magoffin County, KY",4564,11118
21155,"Marion County, KY",7590,19851
21157,"Marshall County, KY",13150,31734
21159,"Martin County, KY",3935,10696
21161,"Mason County, KY",6927,16956
21163,"Meade County, KY",10798,30442
21165,"Menifee County, KY",2387,6341
21167,"Mercer County, KY",9137,23515
21169,"Metcalfe County, KY",4245,10558
21171,"Monroe County, KY",4586,11163
21173,"Montgomery County, KY",10950,28771
21175,"Morgan County, KY",4747,14300
21177,"Muhlenberg County, KY",11937,30512
21179,"Nelson County, KY",18787,48706
21181,"Nicholas County, KY",2745,7816
21183,"Ohio County, KY",9155,23933
21185,"Oldham County, KY",22457,70525
21187,"Owen County, KY",4261,11435
21189,"Owsley County, KY",1506,3928
21191,"Pendleton County, KY",5333,14844
21193,"Perry County, KY",11293,26739
21195,"Pike County, KY",24449,55430
21197,"Powell County, KY",4629,12928
21199,"Pulaski County, KY",25920,66842
21201,"Robertson County, KY",791,2382
21203,"Rockcastle County, KY",6428,16226
21205,"Rowan County, KY",9345,24675
21207,"Russell County, KY",7210,18458
21209,"Scott County, KY",22119,61700
21211,"Shelby County, KY",17850,50124
21213,"Simpson County, KY",7689,20350
21215,"Spencer County, KY",7062,20823
21217,"Taylor County, KY",10045,26809
21219,"Todd County, KY",4434,12757
21221,"Trigg County, KY",6012,14559
21223,"Trimble County, KY",3277,8591
21225,"Union County, KY",5128,13178
21227,"Warren County, KY",54208,147936
21229,"Washington County, KY",4650,12269
21231,"Wayne County, KY",8028,19629
21233,"Webster County, KY",4920,12854
21235,"Whitley County, KY",13570,37233
21237,"Wolfe County, KY",2545,6364
21239,"Woodford County, KY",10743,27728
22001,"Acadia Parish, LA",21529,56604
22003,"Allen Parish, LA",7659,22501
22005,"Ascension Parish, LA",46773,133534
22007,"Assumption Parish, LA",8420,20050
22009,"Avoyelles Parish, LA",14540,38373
22011,"Beauregard Parish, LA",13691,36695
22013,"Bienville Parish, LA",5425,12412
22015,"Bossier Parish, LA",49661,131102
22017,"Caddo Parish, LA",94917,224893
22019,"Calcasieu Parish, LA",76995,206861
22021,"Caldwell Parish, LA",3686,9393
22023,"Cameron Parish, LA",2034,4678
22025,"Catahoula Parish, LA",3076,8280
22027,"Claiborne Parish, LA",5019,13537
22029,"Concordia Parish, LA",6575,17797
22031,"De Soto Parish, LA",10293,27274
22033,"East Baton Rouge Parish, LA",175408,453022
22035,"East Carroll Parish, LA",2508,6892
22037,"East Feliciana Parish, LA",6536,19112
22039,"Evangeline Parish, LA",12240,31745
22041,"Franklin Parish, LA",7351,19107
22043,"Grant Parish, LA",7195,22109
22045,"Iberia Parish, LA",26869,67540
22047,"Iberville Parish, LA",11032,29766
22049,"Jackson Parish, LA",5602,14797
22051,"Jefferson Parish, LA",176986,427253
22053,"Jefferson Davis Parish, LA",11704,31436
22055,"Lafayette Parish, LA",99357,254241
22057,"Lafourche Parish, LA",37397,95342
22059,"LaSalle Parish, LA",4883,14702
22061,"Lincoln Parish, LA",18341,48243
22063,"Livingston Parish, LA",51362,152886
22065,"Madison Parish, LA",3020,9093
22067,"Morehouse Parish, LA",9779,23787
22069,"Natchitoches Parish, LA",14108,35982
22071,"Orleans Parish, LA",155060,362701
22073,"Ouachita Parish, LA",60804,157874
22075,"Plaquemines Parish, LA",8200,22289
22077,"Pointe Coupee Parish, LA",8202,19845
22079,"Rapides Parish, LA",48660,125899
22081,"Red River Parish, LA",3002,7238
22083,"Richland Parish, LA",7251,19643
22085,"Sabine Parish, LA",8485,21746
22087,"St. Bernard Parish, LA",15803,44783
22089,"St. Charles Parish, LA",18622,50400
22091,"St. Helena Parish, LA",4101,10857
22093,"St. James Parish, LA",7436,19110
22095,"St. John the Baptist Parish, LA",14922,39694
22097,"St. Landry Parish, LA",31638,80869
22099,"St. Martin Parish, LA",19963,51218
22101,"St. Mary Parish, LA",18705,46799
22103,"St. Tammany Parish, LA",103286,277615
22105,"Tangipahoa Parish, LA",50191,139823
22107,"Tensas Parish, LA",1629,3844
22109,"Terrebonne Parish, LA",41841,103864
22111,"Union Parish, LA",8247,20617
22113,"Vermilion Parish, LA",21914,57641
22115,"Vernon Parish, LA",17754,45819
22117,"Washington Parish, LA",17651,45090
22119,"Webster Parish, LA",14761,35184
22121,"West Baton Rouge Parish, LA",10400,28425
22123,"West Carroll Parish, LA",3875,9254
22125,"West Feliciana Parish, LA",3911,15155
22127,"Winn Parish, LA",4883,13405
23001,"Androscoggin County, ME",46632,115272
23003,"Aroostook County, ME",29684,66776
23005,"Cumberland County, ME",130003,313809
23007,"Franklin County, ME",12457,30902
23009,"Hancock County, ME",24992,56946
23011,"Kennebec County, ME",53936,128461
23013,"Knox County, ME",17979,40981
23015,"Lincoln County, ME",16201,36491
23017,"Oxford County, ME",23694,60039
23019,"Penobscot County, ME",64769,156840
23021,"Piscataquis County, ME",8111,17432
23023,"Sagadahoc County, ME",16175,37582
23025,"Somerset County, ME",22737,51338
23027,"Waldo County, ME",17476,40617
23029,"Washington County, ME",13989,31383
23031,"York County, ME",90250,220143
24001,"Allegany County, MD",27436,67097
24003,"Anne Arundel County, MD",223602,602350
24005,"Baltimore County, MD",330151,852425
24009,"Calvert County, MD",33485,94913
24011,"Caroline County, MD",12181,34248
24013,"Carroll County, MD",63487,177108
24015,"Cecil County, MD",40172,106305
24017,"Charles County, MD",60199,174478
24019,"Dorchester County, MD",13324,33138
24021,"Frederick County, MD",101807,299317
24023,"Garrett County, MD",12565,28393
24025,"Harford County, MD",100271,265514
24027,"Howard County, MD",120066,339668
24029,"Kent County, MD",8530,19557
24031,"Montgomery County, MD",387881,1082273
24033,"Prince George's County, MD",344586,966629
24035,"Queen Anne's County, MD",19637,53688
24037,"St. Mary's County, MD",41743,116469
24039,"Somerset County, MD",8296,25241
24041,"Talbot County, MD",16211,38244
24043,"Washington County, MD",59411,157228
24045,"Wicomico County, MD",40034,106329
24047,"Worcester County, MD",23827,54337
24510,"Baltimore city, MD",250608,568271
25001,"Barnstable County, MA",102981,232570
25003,"Berkshire County, MA",56517,128726
25005,"Bristol County, MA",232202,588593
25007,"Dukes County, MA",7362,21061
25009,"Essex County, MA",311676,823938
25011,"Franklin County, MA",31498,70871
25013,"Hampden County, MA",184217,464151
25015,"Hampshire County, MA",61770,165399
25017,"Middlesex County, MA",630939,1668956
25019,"Nantucket County, MA",5048,14670
25021,"Norfolk County, MA",281408,740754
25023,"Plymouth County, MA",200995,542090
25025,"Suffolk County, MA",322184,793144
25027,"Worcester County, MA",333273,881248
26001,"Alcona County, MI",5116,10624
26003,"Alger County, MI",3490,8695
26005,"Allegan County, MI",44984,122429
26007,"Alpena County, MI",12734,28903
26009,"Antrim County, MI",11034,24536
26011,"Arenac County, MI",6421,15087
26013,"Baraga County, MI",3337,8169
26015,"Barry County, MI",24409,64025
26017,"Bay County, MI",44917,102651
26019,"Benzie County, MI",7466,18520
26021,"Berrien County, MI",63651,152703
26023,"Branch County, MI",16922,46187
26025,"Calhoun County, MI",53431,133785
26027,"Cass County, MI",21089,51550
26029,"Charlevoix County, MI",12247,26105
26031,"Cheboygan County, MI",10757,25964
26033,"Chippewa County, MI",13867,36253
26035,"Clare County, MI",12150,31405
26037,"Clinton County, MI",31314,80050
26039,"Crawford County, MI",6009,13599
26041,"Delta County, MI",15900,36687
26043,"Dickinson County, MI",11837,25995
26045,"Eaton County, MI",45115,109494
26047,"Emmet County, MI",14604,33949
26049,"Genesee County, MI",166375,402279
26051,"Gladwin County, MI",11060,25995
26053,"Gogebic County, MI",7038,14217
26055,"Grand Traverse County, MI",39596,96625
26057,"Gratiot County, MI",14511,41372
26059,"Hillsdale County, MI",17858,45590
26061,"Houghton County, MI",14251,38041
26063,"Huron County, MI",13836,30780
26065,"Ingham County, MI",116566,290427
26067,"Ionia County, MI",22994,66250
26069,"Iosco County, MI",11449,25361
26071,"Iron County, MI",5354,11709
26073,"Isabella County, MI",24942,65072
26075,"Jackson County, MI",62034,160233
26077,"Kalamazoo County, MI",106251,264780
26079,"Kalkaska County, MI",7716,18618
26081,"Kent County, MI",254860,673002
26083,"Keweenaw County, MI",1090,2161
26085,"Lake County, MI",4931,13005
26087,"Lapeer County, MI",34479,89168
26089,"Leelanau County, MI",9439,22871
26091,"Lenawee County, MI",38807,97746
26093,"Livingston County, MI",75722,196976
26095,"Luce County, MI",2404,6328
26097,"Mackinac County, MI",5128,11144
26099,"Macomb County, MI",356426,886175
26101,"Manistee County, MI",10324,25519
26103,"Marquette County, MI",27887,67979
26105,"Mason County, MI",12426,29093
26107,"Mecosta County, MI",16312,41947
26109,"Menominee County, MI",10011,23050
26111,"Midland County, MI",34608,84022
26113,"Missaukee County, MI",5750,15239
26115,"Monroe County, MI",62509,156045
26117,"Montcalm County, MI",24153,69314
26119,"Montmorency County, MI",4769,9828
26121,"Muskegon County, MI",67112,177428
26123,"Newaygo County, MI",19428,51504
26125,"Oakland County, MI",528681,1296888
26127,"Oceana County, MI",10247,27014
26129,"Ogemaw County, MI",9122,20985
26131,"Ontonagon County, MI",2978,5824
26133,"Osceola County, MI",9072,23484
26135,"Oscoda County, MI",3648,8596
26137,"Otsego County, MI",10996,26083
26139,"Ottawa County, MI",110019,306235
26141,"Presque Isle County, MI",6316,13230
26143,"Roscommon County, MI",11475,23932
26145,"Saginaw County, MI",77586,187714
26147,"St. Clair County, MI",66618,160308
26149,"St. Joseph County, MI",23610,61171
26151,"Sanilac County, MI",17451,40293
26153,"Schoolcraft County, MI",3821,8178
26155,"Shiawassee County, MI",27618,67982
26157,"Tuscola County, MI",21472,52757
26159,"Van Buren County, MI",30101,76129
26161,"Washtenaw County, MI",149256,373875
26163,"Wayne County, MI",693446,1771063
26165,"Wexford County, MI",13428,34460
27001,"Aitkin County, MN",6935,16335
27003,"Anoka County, MN",136171,376840
27005,"Becker County, MN",14404,35444
27007,"Beltrami County, MN",17908,46762
27009,"Benton County, MN",16494,41881
27011,"Big Stone County, MN",2179,5067
27013,"Blue Earth County, MN",27183,70700
27015,"Brown County, MN",10946,25710
27017,"Carlton County, MN",13972,36745
27019,"Carver County, MN",40231,112628
27021,"Cass County, MN",12768,31442
27023,"Chippewa County, MN",5196,12299
27025,"Chisago County, MN",21252,59105
27027,"Clay County, MN",25939,66848
27029,"Clearwater County, MN",3245,8630
27031,"Cook County, MN",2700,5571
27033,"Cottonwood County, MN",4659,11338
27035,"Crow Wing County, MN",28778,68642
27037,"Dakota County, MN",171630,453156
27039,"Dodge County, MN",8018,21242
27041,"Douglas County, MN",17416,39933
27043,"Faribault County, MN",6170,13886
27045,"Fillmore County, MN",8626,21502
27047,"Freeborn County, MN",12885,30314
27049,"Goodhue County, MN",19631,47982
27051,"Grant County, MN",2521,6109
27053,"Hennepin County, MN",534573,1273334
27055,"Houston County, MN",8074,18352
27057,"Hubbard County, MN",8885,22050
27059,"Isanti County, MN",15875,43687
27061,"Itasca County, MN",18510,45442
27063,"Jackson County, MN",4421,9861
27065,"Kanabec County, MN",6475,16608
27067,"Kandiyohi County, MN",17450,44674
27069,"Kittson County, MN",1758,3992
27071,"Koochiching County, MN",5710,11594
27073,"Lac qui Parle County, MN",2881,6636
27075,"Lake County, MN",5030,10698
27077,"Lake of the Woods County, MN",1665,3797
27079,"Le Sueur County, MN",11499,29458
27081,"Lincoln County, MN",2435,5564
27083,"Lyon County, MN",10003,25577
27085,"McLeod County, MN",14971,36780
27087,"Mahnomen County, MN",1871,5296
27089,"Marshall County, MN",3740,8771
27091,"Martin County, MN",8840,19561
27093,"Meeker County, MN",9141,23491
27095,"Mille Lacs County, MN",10739,27577
27097,"Morrison County, MN",13860,34520
27099,"Mower County, MN",15570,40900
27101,"Murray County, MN",3601,8044
27103,"Nicollet County, MN",12984,34493
27105,"Nobles County, MN",7689,21969
27107,"Norman County, MN",2676,6284
27109,"Olmsted County, MN",66629,166424
27111,"Otter Tail County, MN",25181,60884
27113,"Pennington County, MN",6170,13652
27115,"Pine County, MN",11913,30319
27117,"Pipestone County, MN",3971,9100
27119,"Polk County, MN",12448,30413
27121,"Pope County, MN",4987,11495
27123,"Ramsey County, MN",219075,542015
27125,"Red Lake County, MN",1650,3882
27127,"Redwood County, MN",6156,15254
27129,"Renville County, MN",5965,14453
27131,"Rice County, MN",23345,69025
27133,"Rock County, MN",3956,9525
27135,"Roseau County, MN",6058,15265
27137,"St. Louis County, MN",86264,200794
27139,"Scott County, MN",54238,157206
27141,"Sherburne County, MN",34951,103059
27143,"Sibley County, MN",5884,15194
27145,"Stearns County, MN",60937,163997
27147,"Steele County, MN",15001,37434
27149,"Stevens County, MN",3835,9819
27151,"Swift County, MN",4134,9666
27153,"Todd County, MN",10049,25955
27155,"Traverse County, MN",1410,3134
27157,"Wabasha County, MN",9129,21574
27159,"Wadena County, MN",5889,14437
27161,"Waseca County, MN",7505,18684
27163,"Washington County, MN",103411,283960
27165,"Watonwan County, MN",4314,11204
27167,"Wilkin County, MN",2691,6268
27169,"Winona County, MN",20288,49973
27171,"Wright County, MN",52757,154593
27173,"Yellow Medicine County, MN",3993,9373
28001,"Adams County, MS",11573,28674
28003,"Alcorn County, MS",14281,34228
28005,"Amite County, MS",5862,12451
28007,"Attala County, MS",6467,17222
28009,"Benton County, MS",3027,7566
28011,"Bolivar County, MS",11907,28395
28013,"Calhoun County, MS",5696,12754
28015,"Carroll County, MS",4205,9378
28017,"Chickasaw County, MS",6681,16774
28019,"Choctaw County, MS",3450,8091
28021,"Claiborne County, MS",2836,8122
28023,"Clarke County, MS",6246,15155
28025,"Clay County, MS",7728,18213
28027,"Coahoma County, MS",8463,20105
28029,"Copiah County, MS",9906,27536
28031,"Covington County, MS",7079,18015
28033,"DeSoto County, MS",69327,195871
28035,"Forrest County, MS",29722,78435
28037,"Franklin County, MS",2949,7516
28039,"George County, MS",9195,25880
28041,"Greene County, MS",3818,13675
28043,"Grenada County, MS",8535,20931
28045,"Hancock County, MS",19911,46492
28047,"Harrison County, MS",81214,213730
28049,"Hinds County, MS",89720,211975
28051,"Holmes County, MS",6003,15560
28053,"Humphreys County, MS",3003,7121
28055,"Issaquena County, MS",376,1295
28057,"Itawamba County, MS",9224,24198
28059,"Jackson County, MS",57027,147002
28061,"Jasper County, MS",6390,15799
28063,"Jefferson County, MS",2372,6900
28065,"Jefferson Davis County, MS",4383,11059
28067,"Jones County, MS",24600,65837
